i,k,sum(v)
400,175,1259018
407,176,1227543
487,177,1303670
435,177,1235633
424,177,1302811
236,177,1238386
211,177,1292576
348,178,1233517
83,178,1199467
192,179,1179427
13,179,1249706
282,180,1189007
74,180,1200322
352,181,1228097
265,182,1181101
261,182,1128241
202,182,1225187
199,182,1218646
165,182,1203016
34,182,1230894
438,184,1263136
434,184,1216171
42,184,1140269
214,185,1197741
213,186,1215532
393,187,1154675
278,187,1131172
140,187,1185336
84,187,1153843
2,187,1216372
425,188,1312711
257,188,1237295
201,188,1252731
434,189,1265688
416,189,1273372
231,190,1273842
230,190,1265065
228,190,1287161
337,191,1286739
294,191,1217507
118,191,1253476
424,192,1221214
210,192,1227062
40,192,1249405
7,192,1231275
494,193,1243415
467,193,1189434
204,193,1231565
397,195,1225266
375,196,1292219
366,196,1160704
284,196,1192269
116,196,1228489
271,197,1227484
247,197,1211119
226,197,1206921
141,197,1187564
121,197,1267541
376,198,1270594
114,198,1307425
471,199,1184909
474,200,1340274
218,200,1309135
462,201,1165092
177,201,1179321
75,201,1200151
35,201,1199105
6,201,1194839
190,202,1216916
90,202,1137963
61,202,1186227
302,203,1208311
249,203,1193908
45,203,1217173
462,204,1207329
430,204,1229297
370,205,1308100
366,205,1228681
256,205,1272081
88,205,1166222
151,206,1233614
400,207,1181490
483,208,1249564
387,208,1213555
425,210,1258913
349,210,1225773
53,210,1232710
493,211,1100656
150,211,1174180
142,211,1200063
466,212,1227999
239,213,1249868
170,213,1204181
149,213,1178440
146,213,1257581
179,214,1141668
12,214,1255159
9,215,1214864
382,216,1265930
220,216,1291223
94,216,1323989
95,217,1255115
95,218,1270461
181,219,1225516
165,219,1217689
98,219,1191588
88,219,1150268
13,219,1236153
358,220,1184198
285,220,1142898
379,221,1155563
205,221,1258041
412,222,1241386
390,222,1205045
225,222,1210411
205,222,1182243
84,222,1163450
374,223,1230419
210,223,1240061
206,223,1194005
33,223,1223300
428,224,1224071
257,224,1241252
205,225,1239237
139,225,1249312
288,226,1165398
279,226,1134089
134,226,1135367
131,226,1211719
32,226,1239392
462,227,1098267
303,227,1125599
138,227,1206579
45,227,1184407
325,228,1214491
142,228,1219703
309,230,1230923
301,230,1182368
18,230,1182351
451,231,1187583
143,231,1229988
101,231,1188915
91,231,1253886
341,233,1293661
226,233,1248296
24,233,1241473
360,234,1196819
347,234,1210186
309,234,1262752
465,235,1111100
138,235,1235255
467,236,1246662
224,237,1124553
185,237,1156230
3,237,1228694
326,238,1237869
225,238,1328999
48,238,1270139
215,239,1241293
460,240,1253869
253,240,1186075
434,241,1294263
121,241,1265882
19,241,1242073
481,242,1189636
318,242,1231861
2,242,1216714
179,243,1170451
301,244,1187544
166,244,1157777
35,244,1203274
467,245,1171113
351,245,1226949
319,245,1238725
310,245,1228203
258,245,1212359
235,245,1175968
130,247,1215538
218,248,1239375
212,248,1249930
79,248,1256922
5,248,1228810
148,249,1188208
106,249,1251435
470,250,1239472
453,250,1284792
371,250,1274243
322,250,1370294
11,250,1250425
466,251,1334517
309,251,1304437
292,251,1311052
278,251,1276575
57,251,1379288
124,252,1205378
450,253,1236846
439,253,1250844
356,253,1279005
221,253,1270442
98,253,1185258
390,254,1193861
333,254,1209165
248,254,1171689
199,254,1193241
253,255,1189663
204,255,1223879
149,255,1231103
119,256,1273685
55,256,1264872
209,257,1241812
39,257,1246319
29,257,1231322
472,259,1179938
437,261,1197520
212,261,1264996
81,261,1232873
171,262,1229802
426,263,1131116
397,263,1189210
491,264,1295356
484,264,1252476
422,264,1363380
371,264,1262779
298,264,1203740
125,264,1250561
31,265,1265684
438,266,1356334
256,266,1312355
160,266,1217024
37,266,1316028
365,267,1212436
146,267,1206580
69,267,1194812
30,267,1190949
488,268,1227864
252,268,1149743
226,268,1208965
60,268,1191052
326,269,1242159
186,269,1192197
147,269,1287746
42,269,1243823
447,270,1273425
361,270,1252969
72,272,1198808
58,272,1272679
296,273,1177705
190,273,1240039
433,274,1225560
428,274,1290963
285,275,1207139
84,275,1174665
312,276,1125942
194,276,1180966
171,276,1155078
415,277,1202501
194,277,1269033
95,277,1352880
215,278,1209002
303,279,1210614
223,279,1270844
153,279,1160885
321,280,1145855
86,280,1218387
3,280,1317734
433,281,1219684
344,281,1273846
174,281,1251300
43,281,1252671
477,282,1158724
259,282,1163726
211,282,1212701
83,282,1161357
350,283,1267447
490,284,1193614
441,284,1222123
356,284,1227150
437,285,1235597
326,285,1209665
225,285,1214150
376,286,1201177
328,286,1223998
395,287,1186566
382,287,1224361
2,287,1247579
429,288,1202245
186,288,1150246
465,289,1138138
481,290,1163579
314,290,1198174
291,290,1191349
92,290,1248527
42,290,1195125
37,290,1237791
31,291,1172407
460,292,1299271
399,293,1162315
388,293,1208947
230,293,1217864
154,293,1173518
465,294,1165959
188,294,1232006
387,295,1230042
90,295,1217842
84,295,1232572
10,295,1251705
241,296,1202788
205,296,1277102
72,296,1194849
330,297,1210458
433,298,1120942
415,298,1146850
116,298,1208916
332,299,1206156
492,300,1152823
396,301,1233843
383,301,1243682
181,301,1235069
87,301,1237351
23,301,1228628
451,302,1206617
274,302,1308157
106,302,1293971
401,303,1182286
288,303,1190675
287,303,1187182
157,303,1240769
146,303,1233445
50,303,1270248
325,304,1217953
277,304,1187635
92,304,1272236
398,305,1229311
369,306,1249083
317,306,1176226
306,306,1218588
197,306,1248415
270,307,1244262
246,307,1216125
214,307,1118292
176,307,1191724
450,308,1292027
243,308,1312681
167,308,1278191
139,308,1299947
297,309,1277638
142,309,1373438
125,309,1261456
111,309,1277096
442,310,1167743
335,310,1219501
234,310,1227898
375,312,1207801
305,312,1237017
156,312,1235000
53,312,1217962
313,313,1144686
253,313,1187877
120,313,1103432
315,314,1245859
224,314,1175220
158,314,1281906
71,314,1233737
67,314,1182334
275,315,1350969
438,316,1343010
337,316,1313761
333,316,1279441
465,318,1235922
383,319,1149306
377,319,1161646
375,319,1270835
240,319,1243503
110,319,1156506
496,320,1214727
494,320,1314684
396,320,1145409
365,321,1222807
320,321,1232947
248,321,1171194
252,322,1147714
212,322,1232138
135,322,1144832
72,322,1117648
429,323,1255617
389,323,1235874
253,323,1258271
245,323,1241376
193,323,1172480
91,323,1285049
279,324,1117139
336,326,1285471
415,327,1193046
383,327,1251008
364,327,1178494
438,328,1302213
289,328,1242318
169,328,1215349
413,329,1167749
365,329,1225916
113,329,1180435
54,329,1207005
51,329,1185843
10,329,1176926
288,330,1228756
10,330,1211148
477,331,1217710
402,331,1230698
307,331,1250753
302,331,1237152
227,331,1166317
96,332,1228453
85,332,1330741
51,332,1253944
24,332,1256407
367,333,1228208
60,333,1235756
43,333,1208115
2,333,1235920
434,334,1209068
102,334,1159892
337,335,1271930
309,335,1265102
296,335,1204355
220,335,1260415
54,335,1249436
427,336,1170178
45,336,1227994
197,338,1296559
363,339,1226135
225,339,1220074
135,339,1187017
125,339,1154918
328,340,1253945
340,341,1299240
333,341,1259087
485,342,1250451
274,342,1304907
243,342,1288052
234,342,1287287
28,342,1267949
365,343,1258779
299,343,1247624
289,343,1239986
302,344,1229531
366,345,1161986
324,345,1129891
63,345,1186852
308,346,1150006
97,346,1182136
86,346,1215899
467,347,1158120
377,347,1127042
301,347,1162417
127,347,1224797
346,348,1175714
197,348,1209758
412,349,1190664
349,349,1209564
277,349,1165135
214,349,1092066
102,349,1143248
349,350,1265367
96,350,1229098
92,350,1290490
284,352,1227153
101,352,1193378
2,352,1253989
289,353,1185415
477,354,1257949
270,354,1332383
195,354,1289657
193,354,1193307
389,355,1208083
367,355,1212903
199,355,1231267
254,356,1252918
157,356,1237172
158,357,1214608
368,358,1275125
372,359,1209463
494,360,1316213
145,360,1189849
401,361,1235461
393,361,1194063
279,361,1159339
255,361,1162839
100,361,1295696
319,362,1231545
294,362,1225455
248,362,1156301
135,362,1197458
127,362,1207316
293,363,1187091
363,364,1270177
196,364,1238529
322,365,1296456
291,365,1195822
162,365,1204429
118,365,1185106
367,366,1192200
322,366,1302708
115,366,1233960
479,367,1253082
422,367,1324609
310,367,1251280
199,367,1253573
167,367,1241256
103,368,1214824
60,368,1165130
294,369,1173525
136,369,1141162
349,370,1237899
313,370,1183961
341,371,1205106
443,372,1132702
327,373,1239458
298,373,1179656
288,373,1235172
102,373,1228192
41,373,1255324
400,374,1241880
382,374,1268987
238,374,1214487
33,374,1215606
62,375,1253727
36,375,1233532
371,376,1278551
215,376,1235864
181,376,1280825
274,377,1338569
257,377,1217119
6,377,1269594
45,378,1206620
331,379,1177953
496,380,1289009
470,380,1213388
192,380,1180624
20,380,1233093
454,382,1334730
81,382,1269233
352,383,1319058
238,383,1269739
245,384,1309331
49,384,1253924
258,385,1222665
217,385,1236398
12,386,1243093
307,387,1229708
146,387,1196430
380,388,1235160
273,388,1169666
140,388,1254860
104,388,1206889
65,388,1236454
11,388,1204068
444,389,1214349
303,389,1204310
377,390,1113513
469,391,1290737
374,391,1266314
409,392,1222291
387,392,1206769
130,392,1187991
197,393,1258305
473,395,1242139
419,395,1295957
201,395,1263385
412,396,1312071
13,396,1240019
252,397,1184137
181,397,1167882
155,397,1234728
268,398,1241635
412,399,1263153
169,399,1159752
109,399,1232996
456,400,1240669
372,400,1254705
251,400,1306220
294,401,1226958
283,401,1204217
261,401,1082451
116,401,1224841
491,402,1236777
120,403,1134564
374,404,1237328
159,404,1251182
451,405,1146894
312,405,1219952
308,405,1233630
123,405,1137480
280,407,1272626
99,407,1323184
437,409,1158038
410,409,1239678
375,409,1194301
424,410,1188935
333,410,1188345
64,410,1179302
60,410,1221719
294,411,1169992
183,411,1160059
131,411,1134871
447,412,1221257
428,412,1233279
257,412,1226907
174,412,1181346
98,412,1162110
82,412,1226357
455,413,1219218
311,413,1171212
204,413,1196333
76,413,1230741
430,414,1274938
287,414,1215231
44,414,1272211
388,415,1325016
212,415,1332772
322,416,1265515
249,416,1169645
110,416,1177969
414,418,1157655
222,418,1198148
181,418,1175292
485,419,1179846
157,419,1191840
469,423,1220764
443,423,1177590
390,423,1205471
324,423,1155284
271,423,1241792
460,424,1200536
204,424,1252114
475,425,1160366
313,425,1152711
257,425,1208761
67,425,1185868
343,426,1171128
410,428,1331704
299,429,1223403
174,429,1191796
37,429,1207329
34,429,1191839
5,429,1222402
495,430,1263591
479,430,1233748
370,430,1265961
69,431,1301442
68,431,1293171
44,431,1289299
43,431,1256781
482,433,1190363
163,433,1163183
250,434,1246281
167,435,1262632
115,435,1297520
92,435,1307867
453,436,1294219
116,436,1277916
327,437,1197148
284,437,1211932
270,437,1235544
191,437,1136875
181,437,1182145
16,437,1131364
179,438,1198141
482,439,1266619
378,439,1214525
206,439,1168179
446,440,1305379
229,440,1241428
107,440,1216605
365,441,1180875
183,441,1190325
112,441,1171379
17,441,1190690
469,443,1186664
267,443,1223214
104,443,1206682
309,444,1234175
195,444,1247532
294,445,1208573
111,445,1208479
355,446,1254591
117,446,1194202
412,447,1245809
144,447,1177586
130,447,1118365
490,448,1128647
464,448,1287489
432,448,1204545
297,448,1178843
285,448,1210826
150,448,1189577
9,448,1157747
2,448,1257189
365,449,1274269
362,449,1175811
347,449,1240105
335,449,1257577
179,449,1214118
175,449,1296880
142,449,1274047
43,449,1202845
496,450,1202836
116,450,1211811
111,450,1225719
38,450,1244316
337,451,1294374
447,452,1299044
426,452,1174925
387,452,1255135
356,452,1280436
477,453,1283736
422,453,1333793
401,453,1265929
190,453,1312502
175,453,1281307
78,453,1288221
402,454,1218600
305,454,1245852
433,455,1178399
389,455,1213123
294,455,1205624
359,456,1159102
97,456,1223267
449,457,1239634
417,457,1275955
90,457,1152940
469,459,1328186
159,459,1305534
37,459,1312963
167,460,1162405
52,460,1195565
442,461,1208442
377,461,1247947
329,461,1265805
168,461,1269446
293,462,1258093
109,462,1287363
52,462,1235626
298,464,1148827
55,464,1189270
352,465,1190969
394,466,1224338
206,466,1157599
250,467,1187105
188,467,1244255
125,467,1162698
118,467,1227734
323,468,1247319
188,468,1225960
122,468,1252227
493,469,1123889
466,469,1190236
355,469,1160087
254,469,1236046
235,469,1106025
118,469,1145142
233,470,1183635
230,470,1161222
457,471,1206917
393,471,1163574
326,471,1238848
396,472,1150680
393,472,1142762
202,472,1202600
325,473,1077999
489,474,1175739
472,474,1135506
243,474,1247094
64,474,1168030
149,475,1199955
483,476,1332763
208,476,1245149
317,477,1232999
270,477,1282875
127,477,1290381
95,478,1219543
189,479,1301540
385,480,1249957
193,480,1193906
208,481,1155654
84,481,1181100
319,482,1213604
204,483,1227340
431,484,1293284
147,484,1277799
315,485,1220757
214,485,1170844
47,485,1257080
20,485,1219775
318,486,1325422
281,486,1263265
179,486,1166771
491,487,1302354
264,487,1215894
76,487,1346196
44,487,1254535
408,488,1205675
374,488,1171958
336,488,1229316
228,488,1208577
126,488,1210573
47,488,1220967
494,489,1293850
491,489,1238839
385,489,1248116
182,490,1273480
411,491,1188431
110,491,1202593
84,491,1162159
346,492,1268575
427,493,1106927
352,493,1164170
310,494,1215766
78,494,1213284
321,495,1159682
86,495,1220288
430,497,1288223
368,497,1311784
490,498,1200700
311,498,1219899
200,498,1273330
162,498,1263274
498,499,1292047
305,499,1220109
378,0,1233644
374,0,1199317
324,0,1157888
88,0,1204713
30,0,1235324
482,1,1187488
17,1,1232222
441,2,1222097
17,2,1231563
16,3,1119432
491,4,1258583
188,4,1240769
454,5,1295570
301,5,1276608
115,5,1252901
34,5,1232809
426,6,1198758
91,6,1308807
83,6,1236109
368,9,1290005
27,9,1234610
486,10,1271896
245,10,1223900
147,10,1215681
133,10,1170790
376,11,1179654
329,11,1203796
344,12,1311998
230,12,1312282
162,12,1237299
64,12,1239009
300,13,1264076
168,13,1253575
495,14,1227686
229,14,1169948
129,14,1255846
356,15,1238800
303,15,1233901
183,15,1263738
437,16,1182767
336,16,1176624
417,18,1286727
310,18,1240670
193,18,1197482
168,19,1251836
147,19,1237996
115,19,1264189
39,19,1236992
446,20,1233462
421,20,1195778
335,21,1288856
106,21,1363110
457,22,1192810
430,22,1181922
419,22,1238887
260,22,1195548
75,22,1188097
230,23,1256017
65,23,1334722
11,23,1260820
298,24,1237583
177,24,1274432
482,25,1211988
438,25,1287687
382,25,1219844
357,25,1193245
349,25,1224672
203,25,1233820
83,25,1210558
0,25,1190438
198,26,1114543
438,27,1248926
374,28,1177233
295,28,1207958
96,28,1163466
148,29,1256491
404,30,1251893
373,30,1252944
282,30,1284885
205,30,1273090
332,31,1237791
286,31,1217837
205,31,1229071
34,31,1177272
478,32,1182637
164,33,1231209
110,33,1153795
7,33,1207721
285,34,1212848
131,34,1253242
74,34,1278755
24,34,1225355
446,35,1297796
265,35,1192063
153,35,1266629
143,35,1261389
379,36,1201531
462,37,1254194
329,37,1269235
12,37,1324290
6,37,1344936
378,38,1210803
160,39,1125680
107,39,1168407
429,40,1286545
94,40,1302485
41,40,1319377
347,41,1148558
389,42,1193962
216,43,1148230
50,43,1227754
311,44,1286375
152,44,1205688
484,45,1247479
464,45,1333848
316,45,1228347
102,45,1223540
460,46,1271103
409,46,1222530
236,46,1209441
312,47,1182131
304,47,1190339
243,47,1222346
178,47,1196481
129,47,1191331
423,48,1173137
367,48,1168809
364,48,1093130
193,48,1144344
413,49,1163408
486,51,1267128
400,51,1278664
255,51,1163976
254,51,1300202
229,51,1243837
30,51,1253895
250,52,1196670
134,52,1163177
133,52,1177534
99,52,1339812
496,53,1210274
365,53,1202372
167,53,1180943
93,53,1217690
463,54,1206236
171,54,1160846
264,55,1217850
115,55,1289128
443,56,1215452
436,56,1208573
431,56,1269447
359,56,1178610
97,56,1183090
88,56,1189074
0,57,1235650
53,58,1314257
335,59,1231877
297,59,1243132
106,59,1310816
24,60,1179341
431,61,1253073
482,62,1173365
418,62,1206853
403,62,1244974
185,62,1170079
396,66,1221174
130,66,1234581
6,74,1285974
262,81,1279673
499,115,1139971
6,124,1168870
70,164,1270478
70,406,1329472
499,430,1136793
350,53,1286840
486,56,1251600
102,56,1215737
142,57,1261494
421,63,1287160
350,63,1330280
259,63,1229379
397,64,1198317
339,64,1228859
37,64,1218000
87,65,1237988
465,66,1165800
195,67,1262163
13,67,1221955
333,68,1243193
299,68,1272044
275,68,1323012
32,68,1309649
172,69,1240206
101,69,1230975
54,69,1246772
52,69,1273606
406,70,1273761
285,70,1258651
230,70,1289752
171,70,1291992
136,70,1236332
56,70,1308001
422,71,1269417
347,71,1139225
152,71,1152333
459,72,1169151
368,72,1213574
337,72,1221088
142,73,1229449
22,73,1234013
447,74,1281835
380,74,1262968
234,74,1271860
142,74,1220430
345,75,1294655
201,75,1241475
197,75,1266788
190,75,1294862
478,76,1174186
271,78,1204890
230,78,1236875
212,78,1231877
160,78,1130652
62,78,1197840
354,79,1305855
347,79,1234367
342,79,1224526
257,79,1210478
235,79,1200579
414,80,1213460
490,81,1199237
371,82,1199286
271,83,1218420
268,83,1238160
214,83,1116419
125,83,1171740
97,84,1218405
379,85,1215669
314,85,1235757
12,85,1291854
358,86,1215687
208,86,1167653
399,87,1178638
360,88,1146022
235,88,1153323
23,89,1176686
486,90,1297499
250,90,1213127
182,90,1201039
142,90,1250861
130,90,1190263
18,90,1199645
481,91,1158344
409,91,1152373
239,91,1256326
104,91,1218125
91,91,1240503
321,92,1231357
305,92,1297104
112,93,1175039
43,93,1143879
300,94,1268522
401,95,1198563
488,96,1192656
484,96,1174670
372,96,1201178
340,96,1226328
396,97,1247885
256,97,1306964
228,97,1260240
147,97,1266745
349,98,1144036
232,98,1186824
433,99,1189796
160,99,1112739
118,99,1200269
432,100,1242859
333,101,1219227
218,101,1284058
55,102,1216496
493,104,1156534
84,104,1139539
485,106,1216683
436,106,1230471
58,106,1282358
112,107,1180212
406,108,1198777
332,108,1284318
165,109,1224418
490,110,1137600
296,110,1214530
294,110,1200679
247,111,1216153
210,111,1268837
191,111,1227799
171,111,1247414
429,112,1221536
248,112,1210035
206,112,1173690
441,113,1172906
472,114,1224046
76,114,1305825
28,114,1250868
327,115,1183058
160,115,1139835
75,115,1186390
26,115,1203856
8,115,1131979
221,116,1196742
424,117,1260270
301,117,1232045
294,117,1261532
155,117,1246012
420,119,1234856
180,120,1259092
397,122,1188881
278,122,1184957
42,122,1145322
11,122,1203938
479,123,1279114
359,123,1207468
467,125,1283726
187,125,1289367
489,126,1195862
393,126,1175346
62,126,1183160
333,127,1197897
147,127,1212890
405,129,1203526
283,130,1263343
66,130,1215614
